,summary,Hazard,Mitigation,Impacts,Causes,word
taller than,2.6578730897947493,-0.12315157271563049,-0.24712281808705092,-0.2463790263828867,0.46353870520321694,taller than
lampposts,2.6797952150324442,-0.1313657393694516,-0.25533698474087196,-0.2545931930367076,0.4778198313142511,lampposts
than lampposts,2.6797952150324442,-0.1313657393694516,-0.25533698474087196,-0.2545931930367076,0.4778198313142511,than lampposts
onto,2.734613683976495,-0.15161553696183647,-0.27558678233325706,-0.2748429906290927,0.5117018580129017,onto
lampposts onto,2.734613683976495,-0.15161553696183647,-0.27558678233325706,-0.2748429906290927,0.5117018580129017,lampposts onto
onto hong,2.6411979533535233,-0.11685794451290701,-0.2408291898843274,-0.24008539818016303,0.4523758219343468,onto hong
promenades,2.867439796905921,-0.19904493489243358,-0.3230161802638539,-0.32227238855968965,0.5844309218515642,promenades
kong promenade+s,2.867439796905921,-0.19904493489243358,-0.3230161802638539,-0.32227238855968965,0.5844309218515642,kong promenade+s
promenade+s and,2.802861831418205,-0.1762663379272622,-0.30023758329868266,-0.29949379159451844,0.5505906706786551,promenade+s and
turned,3.203192498325127,-0.30977332827213727,-0.4337445736435577,-0.4330007819393935,0.7253895079395922,turned
and turned,3.203192498325127,-0.30977332827213727,-0.4337445736435577,-0.4330007819393935,0.7253895079395922,and turned
turned seas,3.797733983563167,-0.48002992881541084,-0.6040011741868312,-0.6032573824826671,0.8873230586544296,turned seas
rough,3.3013081965106412,-0.3399441731701481,-0.4639154185415684,-0.46317162683740426,0.7582158006689043,rough
seas rough,3.3013081965106412,-0.3399441731701481,-0.4639154185415684,-0.46317162683740426,0.7582158006689043,seas rough
rough the,2.536185923555457,-0.07628670766007592,-0.20025795303149635,-0.19951416132733218,0.3754038739802331,rough the
the southern,5.866619168235859,-0.07931198810850036,0.06742595525913216,-0.22878332095773055,0.21371737262602597,the southern
Chinese,3.58859241447463,-0.22771422233826527,-0.5473566459491672,-0.5466128542450032,0.7454904408914744,Chinese
southern chinese,2.8129815237905422,-0.17987032140248396,-0.30384156677390445,-0.30309777506974017,0.5560737158776944,southern chinese
coast,27.054375928493013,0.020651594761707324,0.04775521952907187,-0.017510302431387532,-0.06349419414767679,coast
chinese coast,2.7479342569532452,-0.1564748101798008,-0.2804460555512211,-0.27970226384705693,0.5195653488381017,chinese coast
coast after,2.3613401893011208,-0.12322013037451446,-0.1288259401180044,-0.12808214841384027,0.33738296087133635,coast after
leaving,6.3634296591377595,0.07743414173967325,-0.09727275958941761,-0.15087051622230832,0.10006731448782026,leaving
after leaving,2.344783542578101,-0.11618388739645569,-0.12178969713994567,-0.12104590543578152,0.3222347812064868,after leaving
deadly,8.075572330560203,0.4750911841528267,-1.3584403488856378,-0.34504563977549646,0.10291589333625303,deadly
leaving deadly,2.3266609978426143,-0.10842498734138617,-0.11403079708487615,-0.11328700538071179,0.3051332701228357,leaving deadly
destruction,3.089952960464318,-0.06063560783887603,-0.39775247308207656,0.3524717368351536,0.002983680359511646,destruction
deadly destruction,2.3135153478136954,-0.10275895906206607,-0.10836476880555616,-0.10762097710139172,0.29237138463603224,deadly destruction
destruction taiwan,2.291180885826435,-0.09305815101579835,-0.0986639607592884,-0.09792016905512424,0.2699628725686125,destruction taiwan
taiwan and,2.260683974565968,-0.07965820680562635,-0.08526401654911638,-0.08452022484495213,0.2377840801704159,taiwan and
and the,15.001328271370522,0.11232203967870313,-0.05189250600459121,-0.16348821601694088,0.018291704442175514,and the
Philippines,6.090766198444644,0.4080007408563148,-1.076370491799559,-0.5439309620094811,0.2633056257619558,Philippines
the philippine+s,2.274185505555921,-0.0856127644582718,-0.09121857420176185,-0.09047478249759747,0.2522647428417751,the philippine+s
SHENZHEN,2.2623255287037622,-0.08038407492891163,-0.08598988467240157,-0.08524609296823742,0.2395651987267656,SHENZHEN
shenzhen china,2.2545273818750635,-0.07693115993214633,-0.08253696967563641,-0.08179317797147213,0.23105237019113228,shenzhen china
one,17.313251943688265,0.051075615163093835,0.1422019313812618,-0.11493150995407195,-0.12990848680335168,one
ragasa one,2.2631629400888715,-0.08075416156174335,-0.08635997130523348,-0.08561617960106908,0.2404715926156741,ragasa one
one the,11.278310238973697,-0.06051993703622887,0.13971110675618695,-0.07597175477641069,0.00989627126320056,one the
strongest,13.53176099893384,0.1341118370018624,0.04410402447583816,-0.2202280869338922,-0.0682209027296821,strongest
the strongest,11.357398799679876,0.08222997997447389,0.08884951674247202,-0.18100604275115253,-0.060020438909901774,the strongest
years,10.54959729433807,-0.029937577031554134,0.17818174725903888,-0.16129289851853737,-0.004577747059492031,years
strongest year+s,2.287430050582276,-0.09141973441507903,-0.09702554415856908,-0.09628175245440487,0.26610629309598943,strongest year+s
year+s whipped,2.2965098855626884,-0.09538132509120299,-0.10098713483469297,-0.1002433431305286,0.27539515302860607,year+s whipped
Wednesday,3.378661071041335,0.249570125433998,-0.28748740771216996,-0.1599396234205548,-0.032402481323833617,Wednesday
coast wednesday,2.3526853645704113,-0.11954817978520318,-0.1251539895286933,-0.12441019782452883,0.3295196327720598,coast wednesday
wednesday after,2.3287251987128,-0.10931178852964836,-0.11491759827313829,-0.11417380656897419,0.30710951796116404,wednesday after
lea…,2.317056379878273,-0.10428837398663783,-0.10989418373012778,-0.10915039202596351,0.29583939202823606,lea…
after lea…,2.317056379878273,-0.10428837398663783,-0.10989418373012778,-0.10915039202596351,0.29583939202823606,after lea…
+4151,2.306881825607485,-0.09988754930441646,-0.10549335904790634,-0.10474956734374212,0.2858132218742915,+4151
lea… +4151,2.306881825607485,-0.09988754930441646,-0.10549335904790634,-0.10474956734374212,0.2858132218742915,lea… +4151
+4151 char+s,2.2979056845532924,-0.09598893187480574,-0.10159474161829568,-0.1008509499141313,0.2768089935498046,+4151 char+s
Crashes,2.3683848169347197,0.012024106851097234,-0.13180481640939087,0.22385903008938304,-0.14655067888810794,Crashes
ragasa crash+es,2.3683848169347197,0.012024106851097234,-0.13180481640939087,0.22385903008938304,-0.14655067888810794,ragasa crash+es
Through,2.3851386423469507,0.016949316183742836,-0.13885385905284955,0.22782856525591097,-0.15359972153156687,Through
crash+es through,2.3851386423469507,0.016949316183742836,-0.13885385905284955,0.22782856525591097,-0.15359972153156687,crash+es through
Doors,2.4043916735659536,0.022723062612994272,-0.1468935346171874,0.2320186586082057,-0.16163939709590452,Doors
through door+s,2.4043916735659536,0.022723062612994272,-0.1468935346171874,0.2320186586082057,-0.16163939709590452,through door+s
Luxury,2.42994023761582,0.030577533663616423,-0.15746326891529566,0.23696974280552338,-0.17220913139401287,Luxury
door+s luxury,2.42994023761582,0.030577533663616423,-0.15746326891529566,0.23696974280552338,-0.17220913139401287,door+s luxury
Hotel,3.5509062207407496,0.014386884990254837,-0.022398913106878558,0.12353668972953487,-0.1331809205321706,Hotel
luxury hotel,2.4535885805787063,0.03804722187127322,-0.16714828509654336,0.24093930938935978,-0.18189414757526054,luxury hotel
hotel hong,2.4908151156702703,0.0501964137177683,-0.1822066180373062,0.2460112391291082,-0.19695248051602332,hotel hong
Death,4.831466818266377,-0.0903601220132705,-0.8447467160813538,0.6616420494926868,-0.23761944558145873,Death
kong death,2.5668048391193734,0.07643248370753822,-0.21225847760469627,0.25204039727380917,-0.22700434008341341,kong death
Toll,2.6176072000413604,0.09494504446044985,-0.23185722348855775,0.25300676251881715,-0.2466030859672749,Toll
death toll,9.906864275032381,-0.49916939055480225,-1.5628244834301641,1.0941398990348696,-0.7893923578316939,death toll
Reaches,2.67400903015272,0.11623788672609194,-0.2531754611335151,0.2514401981602052,-0.2679213236122323,Reaches
toll reaches,2.67400903015272,0.11623788672609194,-0.2531754611335151,0.2514401981602052,-0.2679213236122323,toll reaches
reaches the,2.9172606049547882,0.2115877266392133,-0.3402416323939214,0.21997884034387988,-0.3549874948726387,reaches the
the storm,26.178734985509625,0.520129564797814,-0.38062537796058143,-0.5278307798961973,-0.3587458828305734,the storm
has,48.2685741936221,0.12588961675231153,-0.0642407944834721,-0.016518235204847298,-0.12827383025256575,has
storm has,4.140888096283469,0.4500784885540391,-0.6905068862814554,-0.05469885548332999,-0.35286637049042846,storm has
already,8.22571733149403,0.014219518897078471,-0.16224750201608162,0.4096003754671083,-0.44122053924891086,already
has already,7.530258416479232,-0.008209850761786671,-0.07391135509250028,0.3351635007290825,-0.3528843923253296,has already
caused,10.565510830285545,0.2014784789538771,-0.42046227318776186,0.39309546607935303,-0.6000865496543151,caused
already caused,4.328629174362591,-0.036455686997276714,-0.7348475094218467,0.761498008842664,-0.7495933719005639,already caused
death,13.876583108130083,-0.6718617060684532,-0.6763290662151825,1.0327773198391403,-0.7469119735596543,death
caused death,3.194447399604766,-0.13669071776599606,-0.43101072043937994,0.6589104685413886,-0.4457565829180972,caused death
death and,2.8648362613282323,-0.058293490329049506,-0.32210780260364885,0.5123985716073716,-0.3368536650823661,death and
and destruction,2.7660441545650176,-0.03996800764311293,-0.28701480188207257,0.46320940803515764,-0.30176066436078985,and destruction
both,6.415313935821576,0.11845751212022522,-0.0014708488120509149,-0.05787331801183662,-0.13833041563997822,both
destruction both,2.581386982005401,-0.01793077424613422,-0.21792344984740608,0.36860807008964175,-0.2326693123261234,destruction both
both the,2.5456407159242724,-0.015938175961262235,-0.2039789785401744,0.3502805068607619,-0.2187248410188916,both the
the philippines,3.2241765182458493,0.18439765327976,-0.4402741799015359,0.09216534988854183,-0.043377288387169304,the philippines
philippines and,2.8648362613282323,-0.058293490329049506,-0.32210780260364885,0.5123985716073716,-0.3368536650823661,philippines and
and taiwan,2.4502493399672827,-0.014665757706431387,-0.1657863962324958,0.30173560054375703,-0.18053225871121306,and taiwan
NEED,2.7861740467136924,0.21830034025300873,-0.294265950745433,0.15215293200395674,-0.3090118132241501,NEED
taiwan need,2.4271956148929315,-0.015257846629111761,-0.15633312839695104,0.2900857543524387,-0.17107899087566816,taiwan need
KNOW,2.738763312618854,0.20646161632235385,-0.27710307819228236,0.14871216132903423,-0.29184894067099953,KNOW
need know,4.024937048051195,0.21017269652383208,-0.2632513247102504,0.04740183328181414,-0.1788961925292045,need know
know super,2.3329621248612025,0.0019016336713578073,-0.11673536382495443,0.21446857778858233,-0.13148122630367162,know super
made,5.300862016983251,0.47838871142320877,-0.9374660574856816,-0.5750461051696113,0.10284700692930718,made
ragasa made,2.3362612258825703,-0.020981296562471646,-0.1181484903012657,0.24427146201480485,-0.1328943527799827,ragasa made
landfall,19.909503817294386,0.03405335881972528,0.10247348557860776,-0.18372327795477164,0.004077960718686882,landfall
made land+fall,3.9918417916762015,0.4180852680109866,-0.6538493317592402,-0.2981854852604666,-0.049963641305090525,made land+fall
land+fall hong,2.4908151156702703,0.0501964137177683,-0.1822066180373062,0.2460112391291082,-0.19695248051602332,land+fall hong
kong wednesday,2.322892697352955,-0.0034651893609339806,-0.11240986674972275,0.214726613454309,-0.12715572922844004,kong wednesday
Sept,4.074899383791441,-0.03280794727330743,0.026320641683747033,0.041115640086690046,-0.018718020709874137,Sept
wednesday sept,2.3247719582272395,0.00645712394691978,-0.11321855718501249,0.2035186976567513,-0.12796441966372976,wednesday sept
Schools,2.3331400859140015,0.02562945302168941,-0.11681164207384245,0.18423548659604025,-0.13155750455255977,Schools
/li school+s,2.3331400859140015,0.02562945302168941,-0.11681164207384245,0.18423548659604025,-0.13155750455255977,/li school+s
school+s and,2.3390290068670705,0.034882420209700095,-0.11933249436092827,0.17581972042722396,-0.13407835683964536,school+s and
businesses,2.3426269243206677,0.03987325631330288,-0.12086952237614627,0.17147161900746274,-0.13561538485486338,businesses
and business+es,2.3426269243206677,0.03987325631330288,-0.12086952237614627,0.17147161900746274,-0.13561538485486338,and business+es
closed,4.239324554441192,-0.056038676225323776,0.014545859254318231,-0.010939867399835672,0.07314174721499053,closed
business+es closed,2.3553081627402483,0.05523384230617099,-0.12626817901343015,0.15876632080442973,-0.14101404149214733,business+es closed
closed and,2.3390290068670705,0.034882420209700095,-0.11933249436092827,0.17581972042722396,-0.13407835683964536,closed and
hundreds,6.784545432015978,0.061786821121183354,-0.03352854175489996,-0.168170999208225,0.08236418977416418,hundreds
and hundreds,2.3735057806702,0.0739333742815479,-0.13396469994988525,0.14432081899416255,-0.1487105624286024,and hundreds
flights,2.403531632462672,0.10051101953502896,-0.14653577470393062,0.12494232101847562,-0.16128163718264787,flights
hundreds flights,2.403531632462672,0.10051101953502896,-0.14653577470393062,0.12494232101847562,-0.16128163718264787,hundreds flights
were,22.370589688939624,-0.09674833460656226,-0.5376402938796236,0.18015148904799624,0.300855225575361,were
flights were,2.4337782692323087,0.12425946653761967,-0.1590414985795885,0.10818423616005271,-0.17378736105830564,flights were
canceled,2.4598602092021933,0.14314182754157506,-0.1697011282410782,0.09497286357767773,-0.18444699071979556,canceled
were canceled,2.4598602092021933,0.14314182754157506,-0.1697011282410782,0.09497286357767773,-0.18444699071979556,were canceled
ahead,4.403278107899395,0.20603202845898608,-0.7519458934928056,0.32273380111335626,-0.20317800320731053,ahead
canceled ahead,2.533984942639126,0.1912982708426434,-0.1993897451889318,0.060881319092806876,-0.214135607667649,canceled ahead
ahead the,3.5082971810513097,0.3066894499106905,-0.524727391597781,0.04533004543148195,-0.19006327772052645,ahead the
storm /li,2.3287467170460805,0.017157275060853044,-0.11492683862226764,0.19241411570873201,-0.1296727011009848,storm /li
li…,2.5273014779802727,0.193939286579816,-0.19674872945175934,0.05200778432982331,-0.21149459193047643,li…
/li li…,2.5273014779802727,0.193939286579816,-0.19674872945175934,0.05200778432982331,-0.21149459193047643,/li li…
+3472,3.6508985908512184,0.035716990128417926,-0.009954434785438547,0.008535309874443836,-0.05314138089326596,+3472
li… +3472,2.4777976316570687,0.16537965067513719,-0.17696671931314903,0.06975609458680238,-0.19171258179186618,li… +3472
+3472 char+s,3.5998330065947655,0.016668686964594757,1.561486647920335e-05,0.018289816502159644,-0.04307546926146881,+3472 char+s
